name,calories,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,gi,tags,diet_types,meal_types,cuisines,allergens
Oats porridge (water) | portion_x0.6,108,3.6,18.0,1.8,3.0,72,low,"low_gi,high_fiber,whole_grain,low_sodium","veg,vegan",breakfast,global,may_contain_gluten
Low-fat yogurt (200g) | portion_x0.75,105,9.0,9.0,3.0,0.0,68,low,probiotic,veg,"breakfast,snack",global,lactose
Unsweetened soy milk (250ml) | portion_x0.75,68,5.2,3.0,3.8,1.5,68,low,vegan,"veg,vegan","breakfast,snack",global,soy
Almonds (20g) | portion_x0.75,87,3.0,3.0,7.5,1.9,1,low,"healthy_fat,anti_inflammatory","veg,vegan",snack,global,nuts
Roasted chana (30g) | portion_x0.75,90,4.5,13.5,1.5,3.8,90,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,indian,
Hummus with carrot sticks | portion_x0.75,112,3.8,11.2,6.0,3.0,135,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,mediterranean,sesame
Green tea (unsweetened) | portion_x0.75,2,0.0,0.0,0.0,0.0,0,low,anti_inflammatory,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Lemon water (unsweetened) | portion_x0.75,3,0.0,0.8,0.0,0.0,0,low,hydration,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Oats porridge (water) | portion_x0.9,162,5.4,27.0,2.7,4.5,108,low,"low_gi,high_fiber,whole_grain,low_sodium","veg,vegan",breakfast,global,may_contain_gluten
Whole wheat roti (2) | portion_x0.9,180,5.4,36.0,1.8,5.4,180,medium,"whole_grain,high_fiber","veg,vegan","lunch,dinner",indian,gluten
Brown rice (1 cup) | portion_x0.9,194,4.5,40.5,1.8,3.1,9,medium,"whole_grain,moderate_gi,low_sodium","veg,vegan","lunch,dinner","indian,asian",
Quinoa (1 cup) | portion_x0.9,200,7.2,35.1,3.6,4.5,12,low,"gluten_free,low_gi,high_fiber,whole_grain,low_sodium","veg,vegan","lunch,dinner",global,
Millet roti (2) | portion_x0.9,189,5.4,36.0,2.7,4.5,108,low,"gluten_free,low_gi,high_fiber","veg,vegan","lunch,dinner",indian,
Grilled chicken breast (120g) | portion_x0.9,178,32.4,0.0,4.5,0.0,72,low,"lean_protein,low_sodium,low_saturated_fat",non-veg,"lunch,dinner",global,
Baked salmon (120g) | portion_x0.9,210,22.5,0.0,12.6,0.0,68,low,"omega3,anti_inflammatory,lean_protein,low_sodium",non-veg,"lunch,dinner",global,seafood
"Egg omelette (2 eggs, less oil) | portion_x0.9",144,10.8,1.8,9.9,0.0,135,low,"protein,moderate_saturated_fat",non-veg,"breakfast,lunch",global,
Tofu stir-fry (150g) | portion_x0.9,162,16.2,5.4,8.1,1.8,14,low,"lean_protein,low_sodium,vegan","veg,vegan","lunch,dinner",asian,soy
"Paneer bhurji (100g, low oil) | portion_x0.9",198,12.6,5.4,13.5,0.9,180,low,protein,veg,"lunch,dinner",indian,lactose
Chickpea salad (1 cup) | portion_x0.9,189,9.9,31.5,2.7,8.1,162,low,"low_gi,high_fiber,plant_protein,anti_inflammatory","veg,vegan","lunch,dinner,snack",global,
Moong dal (1 cup) | portion_x0.9,189,12.6,32.4,1.8,7.2,126,low,"low_gi,high_fiber,plant_protein","veg,vegan","lunch,dinner",indian,
Rajma (kidney beans) curry (1 cup) | portion_x0.9,216,11.7,36.0,2.7,9.0,270,low,"low_gi,high_fiber,plant_protein,high_potassium","veg,vegan","lunch,dinner",indian,
"Mixed salad (spinach, cucumber, tomato) | portion_x0.9",72,3.6,10.8,1.8,4.5,90,low,"low_gi,high_fiber,anti_inflammatory,low_sodium","veg,vegan","lunch,dinner,snack",global,
Steamed broccoli (1 cup) | portion_x0.9,50,3.6,9.9,0.5,4.5,45,low,"low_gi,high_fiber,anti_inflammatory,low_sodium","veg,vegan","lunch,dinner",global,
Stir-fried mixed veg (low oil) | portion_x0.9,108,2.7,16.2,3.6,4.5,153,low,"low_gi,high_fiber","veg,vegan","lunch,dinner",asian,
Apple (1) | portion_x0.9,86,0.5,22.5,0.3,4.0,2,low,"low_gi,high_fiber,low_potassium","veg,vegan","breakfast,snack",global,
Banana (1) | portion_x0.9,94,1.2,24.3,0.4,2.8,1,medium,"moderate_gi,high_potassium","veg,vegan","breakfast,snack",global,
Mixed berries (1 cup) | portion_x0.9,58,0.9,14.4,0.5,6.3,2,low,"low_gi,high_fiber,anti_inflammatory","veg,vegan","breakfast,snack",global,
Low-fat yogurt (200g) | portion_x0.9,126,10.8,10.8,3.6,0.0,81,low,probiotic,veg,"breakfast,snack",global,lactose
Unsweetened soy milk (250ml) | portion_x0.9,81,6.3,3.6,4.5,1.8,81,low,vegan,"veg,vegan","breakfast,snack",global,soy
Almonds (20g) | portion_x0.9,104,3.6,3.6,9.0,2.2,1,low,"healthy_fat,anti_inflammatory","veg,vegan",snack,global,nuts
Roasted chana (30g) | portion_x0.9,108,5.4,16.2,1.8,4.5,108,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,indian,
Hummus with carrot sticks | portion_x0.9,135,4.5,13.5,7.2,3.6,162,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,mediterranean,sesame
Green tea (unsweetened) | portion_x0.9,2,0.0,0.0,0.0,0.0,0,low,anti_inflammatory,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Lemon water (unsweetened) | portion_x0.9,4,0.0,0.9,0.0,0.0,0,low,hydration,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Oats porridge (water) | portion_x1.0,180,6.0,30.0,3.0,5.0,120,low,"low_gi,high_fiber,whole_grain,low_sodium","veg,vegan",breakfast,global,may_contain_gluten
Whole wheat roti (2) | portion_x1.0,200,6.0,40.0,2.0,6.0,200,medium,"whole_grain,high_fiber","veg,vegan","lunch,dinner",indian,gluten
Brown rice (1 cup) | portion_x1.0,215,5.0,45.0,2.0,3.5,10,medium,"whole_grain,moderate_gi,low_sodium","veg,vegan","lunch,dinner","indian,asian",
Quinoa (1 cup) | portion_x1.0,222,8.0,39.0,4.0,5.0,13,low,"gluten_free,low_gi,high_fiber,whole_grain,low_sodium","veg,vegan","lunch,dinner",global,
Millet roti (2) | portion_x1.0,210,6.0,40.0,3.0,5.0,120,low,"gluten_free,low_gi,high_fiber","veg,vegan","lunch,dinner",indian,
Grilled chicken breast (120g) | portion_x1.0,198,36.0,0.0,5.0,0.0,80,low,"lean_protein,low_sodium,low_saturated_fat",non-veg,"lunch,dinner",global,
Baked salmon (120g) | portion_x1.0,233,25.0,0.0,14.0,0.0,75,low,"omega3,anti_inflammatory,lean_protein,low_sodium",non-veg,"lunch,dinner",global,seafood
"Egg omelette (2 eggs, less oil) | portion_x1.0",160,12.0,2.0,11.0,0.0,150,low,"protein,moderate_saturated_fat",non-veg,"breakfast,lunch",global,
Tofu stir-fry (150g) | portion_x1.0,180,18.0,6.0,9.0,2.0,15,low,"lean_protein,low_sodium,vegan","veg,vegan","lunch,dinner",asian,soy
"Paneer bhurji (100g, low oil) | portion_x1.0",220,14.0,6.0,15.0,1.0,200,low,protein,veg,"lunch,dinner",indian,lactose
Chickpea salad (1 cup) | portion_x1.0,210,11.0,35.0,3.0,9.0,180,low,"low_gi,high_fiber,plant_protein,anti_inflammatory","veg,vegan","lunch,dinner,snack",global,
Moong dal (1 cup) | portion_x1.0,210,14.0,36.0,2.0,8.0,140,low,"low_gi,high_fiber,plant_protein","veg,vegan","lunch,dinner",indian,
Rajma (kidney beans) curry (1 cup) | portion_x1.0,240,13.0,40.0,3.0,10.0,300,low,"low_gi,high_fiber,plant_protein,high_potassium","veg,vegan","lunch,dinner",indian,
"Mixed salad (spinach, cucumber, tomato) | portion_x1.0",80,4.0,12.0,2.0,5.0,100,low,"low_gi,high_fiber,anti_inflammatory,low_sodium","veg,vegan","lunch,dinner,snack",global,
Steamed broccoli (1 cup) | portion_x1.0,55,4.0,11.0,0.6,5.0,50,low,"low_gi,high_fiber,anti_inflammatory,low_sodium","veg,vegan","lunch,dinner",global,
Stir-fried mixed veg (low oil) | portion_x1.0,120,3.0,18.0,4.0,5.0,170,low,"low_gi,high_fiber","veg,vegan","lunch,dinner",asian,
Apple (1) | portion_x1.0,95,0.5,25.0,0.3,4.5,2,low,"low_gi,high_fiber,low_potassium","veg,vegan","breakfast,snack",global,
Banana (1) | portion_x1.0,105,1.3,27.0,0.4,3.1,1,medium,"moderate_gi,high_potassium","veg,vegan","breakfast,snack",global,
Mixed berries (1 cup) | portion_x1.0,65,1.0,16.0,0.5,7.0,2,low,"low_gi,high_fiber,anti_inflammatory","veg,vegan","breakfast,snack",global,
Low-fat yogurt (200g) | portion_x1.0,140,12.0,12.0,4.0,0.0,90,low,probiotic,veg,"breakfast,snack",global,lactose
Unsweetened soy milk (250ml) | portion_x1.0,90,7.0,4.0,5.0,2.0,90,low,vegan,"veg,vegan","breakfast,snack",global,soy
Almonds (20g) | portion_x1.0,116,4.0,4.0,10.0,2.5,1,low,"healthy_fat,anti_inflammatory","veg,vegan",snack,global,nuts
Roasted chana (30g) | portion_x1.0,120,6.0,18.0,2.0,5.0,120,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,indian,
Hummus with carrot sticks | portion_x1.0,150,5.0,15.0,8.0,4.0,180,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,mediterranean,sesame
Green tea (unsweetened) | portion_x1.0,2,0.0,0.0,0.0,0.0,0,low,anti_inflammatory,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Lemon water (unsweetened) | portion_x1.0,4,0.0,1.0,0.0,0.0,0,low,hydration,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Oats porridge (water) | portion_x1.1,198,6.6,33.0,3.3,5.5,132,low,"low_gi,high_fiber,whole_grain,low_sodium","veg,vegan",breakfast,global,may_contain_gluten
Whole wheat roti (2) | portion_x1.1,220,6.6,44.0,2.2,6.6,220,medium,"whole_grain,high_fiber","veg,vegan","lunch,dinner",indian,gluten
Brown rice (1 cup) | portion_x1.1,237,5.5,49.5,2.2,3.9,11,medium,"whole_grain,moderate_gi,low_sodium","veg,vegan","lunch,dinner","indian,asian",
Quinoa (1 cup) | portion_x1.1,244,8.8,42.9,4.4,5.5,14,low,"gluten_free,low_gi,high_fiber,whole_grain,low_sodium","veg,vegan","lunch,dinner",global,
Millet roti (2) | portion_x1.1,231,6.6,44.0,3.3,5.5,132,low,"gluten_free,low_gi,high_fiber","veg,vegan","lunch,dinner",indian,
Grilled chicken breast (120g) | portion_x1.1,218,39.6,0.0,5.5,0.0,88,low,"lean_protein,low_sodium,low_saturated_fat",non-veg,"lunch,dinner",global,
Baked salmon (120g) | portion_x1.1,256,27.5,0.0,15.4,0.0,82,low,"omega3,anti_inflammatory,lean_protein,low_sodium",non-veg,"lunch,dinner",global,seafood
"Egg omelette (2 eggs, less oil) | portion_x1.1",176,13.2,2.2,12.1,0.0,165,low,"protein,moderate_saturated_fat",non-veg,"breakfast,lunch",global,
Tofu stir-fry (150g) | portion_x1.1,198,19.8,6.6,9.9,2.2,16,low,"lean_protein,low_sodium,vegan","veg,vegan","lunch,dinner",asian,soy
"Paneer bhurji (100g, low oil) | portion_x1.1",242,15.4,6.6,16.5,1.1,220,low,protein,veg,"lunch,dinner",indian,lactose
Chickpea salad (1 cup) | portion_x1.1,231,12.1,38.5,3.3,9.9,198,low,"low_gi,high_fiber,plant_protein,anti_inflammatory","veg,vegan","lunch,dinner,snack",global,
Moong dal (1 cup) | portion_x1.1,231,15.4,39.6,2.2,8.8,154,low,"low_gi,high_fiber,plant_protein","veg,vegan","lunch,dinner",indian,
Rajma (kidney beans) curry (1 cup) | portion_x1.1,264,14.3,44.0,3.3,11.0,330,low,"low_gi,high_fiber,plant_protein,high_potassium","veg,vegan","lunch,dinner",indian,
"Mixed salad (spinach, cucumber, tomato) | portion_x1.1",88,4.4,13.2,2.2,5.5,110,low,"low_gi,high_fiber,anti_inflammatory,low_sodium","veg,vegan","lunch,dinner,snack",global,
Steamed broccoli (1 cup) | portion_x1.1,61,4.4,12.1,0.7,5.5,55,low,"low_gi,high_fiber,anti_inflammatory,low_sodium","veg,vegan","lunch,dinner",global,
Stir-fried mixed veg (low oil) | portion_x1.1,132,3.3,19.8,4.4,5.5,187,low,"low_gi,high_fiber","veg,vegan","lunch,dinner",asian,
Apple (1) | portion_x1.1,105,0.6,27.5,0.3,5.0,2,low,"low_gi,high_fiber,low_potassium","veg,vegan","breakfast,snack",global,
Banana (1) | portion_x1.1,116,1.4,29.7,0.4,3.4,1,medium,"moderate_gi,high_potassium","veg,vegan","breakfast,snack",global,
Mixed berries (1 cup) | portion_x1.1,72,1.1,17.6,0.6,7.7,2,low,"low_gi,high_fiber,anti_inflammatory","veg,vegan","breakfast,snack",global,
Low-fat yogurt (200g) | portion_x1.1,154,13.2,13.2,4.4,0.0,99,low,probiotic,veg,"breakfast,snack",global,lactose
Unsweetened soy milk (250ml) | portion_x1.1,99,7.7,4.4,5.5,2.2,99,low,vegan,"veg,vegan","breakfast,snack",global,soy
Almonds (20g) | portion_x1.1,128,4.4,4.4,11.0,2.8,1,low,"healthy_fat,anti_inflammatory","veg,vegan",snack,global,nuts
Roasted chana (30g) | portion_x1.1,132,6.6,19.8,2.2,5.5,132,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,indian,
Hummus with carrot sticks | portion_x1.1,165,5.5,16.5,8.8,4.4,198,low,"low_gi,high_fiber,plant_protein","veg,vegan",snack,mediterranean,sesame
Green tea (unsweetened) | portion_x1.1,2,0.0,0.0,0.0,0.0,0,low,anti_inflammatory,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Lemon water (unsweetened) | portion_x1.1,4,0.0,1.1,0.0,0.0,0,low,hydration,"veg,vegan,non-veg","breakfast,snack,dinner",global,
Oats porridge (water) | portion_x1.25,225,7.5,37.5,3.8,6.2,150,low,"low_gi,high_fiber,whole_grain,low_sodium","veg,vegan",breakfast,global,may_contain_gluten
Whole wheat roti (2) | portion_x1.25,250,7.5,50.0,2.5,7.5,250,medium,"whole_grain,high_fiber","veg,vegan","lunch,dinner",indian,gluten
